Data,IMA-B,IMA-B 5,IMA-B 5+,IRF-M,IRF-M 1+,IRF-M 1,IMA-GERAL,IMA-GERAL ex-C
2022-02-18,-0.000593,0.000112,-0.0013239999999999999,0.000915,0.001154,0.000562,0.000419,0.000337
